event_id,activity_id,activity_title,category,priority,frequency,start,end,duration_minutes,location,mode,assigned_provider,assigned_equipment,backup_for,details,metrics
activity_039_20260403T180000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-04-03T18:00:00,2026-04-03T18:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_121_20260404T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-04T06:00:00,2026-04-04T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_030_20260404T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-04-04T07:30:00,2026-04-04T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_037_20260404T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-04-04T18:30:00,2026-04-04T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_121_20260405T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-05T06:00:00,2026-04-05T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260405T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-04-05T06:30:00,2026-04-05T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_081_20260405T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-04-05T18:00:00,2026-04-05T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_121_20260406T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-06T06:00:00,2026-04-06T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260406T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-04-06T06:30:00,2026-04-06T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_081_20260406T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-04-06T18:00:00,2026-04-06T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_121_20260407T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-07T06:00:00,2026-04-07T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_030_20260407T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-04-07T07:30:00,2026-04-07T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_105_20260407T090000,activity_105,Primary Care Review - Check-In,Consultation,94,1 per month,2026-04-07T09:00:00,2026-04-07T09:45:00,45,clinic,in_person,Dr Miriam Tan,,,"Review symptoms, medication adherence, and recent health trends with the physician.","blood_pressure_reading, questions_answered"
activity_039_20260407T180000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-04-07T18:00:00,2026-04-07T18:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_037_20260407T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-04-07T18:30:00,2026-04-07T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_110_20260407T190000,activity_110,Sleep Coaching Call - Plan Tuning,Consultation,78,1 per week,2026-04-07T19:00:00,2026-04-07T19:30:00,30,home,in_person,Felicia Ong,,,"Review bedtime consistency, evening routine, and overnight recovery patterns.","sleep_latency, sleep_duration"
activity_121_20260408T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-08T06:00:00,2026-04-08T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260408T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-04-08T06:30:00,2026-04-08T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_030_20260408T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-04-08T07:30:00,2026-04-08T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_081_20260408T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-04-08T18:00:00,2026-04-08T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_121_20260409T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-09T06:00:00,2026-04-09T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_030_20260409T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-04-09T07:30:00,2026-04-09T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_037_20260409T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-04-09T18:30:00,2026-04-09T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_121_20260410T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-10T06:00:00,2026-04-10T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260410T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-04-10T06:30:00,2026-04-10T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_081_20260410T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-04-10T18:00:00,2026-04-10T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_039_20260410T190000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-04-10T19:00:00,2026-04-10T19:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_121_20260411T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-11T06:00:00,2026-04-11T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260411T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-04-11T06:30:00,2026-04-11T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_030_20260411T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-04-11T07:30:00,2026-04-11T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_037_20260411T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-04-11T18:30:00,2026-04-11T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_121_20260412T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-12T06:00:00,2026-04-12T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260412T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-04-12T06:30:00,2026-04-12T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_081_20260412T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-04-12T18:00:00,2026-04-12T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_037_20260412T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-04-12T18:30:00,2026-04-12T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_039_20260414T180000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-04-14T18:00:00,2026-04-14T18:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_110_20260414T190000,activity_110,Sleep Coaching Call - Plan Tuning,Consultation,78,1 per week,2026-04-14T19:00:00,2026-04-14T19:30:00,30,remote,remote,Felicia Ong,,,"Review bedtime consistency, evening routine, and overnight recovery patterns.","sleep_latency, sleep_duration"
activity_039_20260417T180000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-04-17T18:00:00,2026-04-17T18:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_121_20260418T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-18T06:00:00,2026-04-18T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260418T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-04-18T06:30:00,2026-04-18T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_030_20260418T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-04-18T07:30:00,2026-04-18T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_081_20260418T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-04-18T18:00:00,2026-04-18T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_037_20260418T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-04-18T18:30:00,2026-04-18T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_121_20260419T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-19T06:00:00,2026-04-19T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260419T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-04-19T06:30:00,2026-04-19T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_030_20260419T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-04-19T07:30:00,2026-04-19T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_081_20260419T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-04-19T18:00:00,2026-04-19T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_037_20260419T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-04-19T18:30:00,2026-04-19T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_121_20260420T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-20T06:00:00,2026-04-20T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260420T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-04-20T06:30:00,2026-04-20T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_081_20260420T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-04-20T18:00:00,2026-04-20T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_121_20260421T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-21T06:00:00,2026-04-21T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260421T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-04-21T06:30:00,2026-04-21T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_030_20260421T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-04-21T07:30:00,2026-04-21T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_123_20260421T100000,activity_123,Dietitian Consultation - Hypertension Meal Plan,Consultation,92,2 per month,2026-04-21T10:00:00,2026-04-21T10:45:00,45,clinic,in_person,Chloe Ng,,,"Review sodium intake, meal timing, grocery habits, and adherence to a cardiometabolic-friendly meal plan.","sodium_target_met, meal_adherence_score, action_items_created"
activity_039_20260421T180000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-04-21T18:00:00,2026-04-21T18:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_037_20260421T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-04-21T18:30:00,2026-04-21T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_110_20260421T190000,activity_110,Sleep Coaching Call - Plan Tuning,Consultation,78,1 per week,2026-04-21T19:00:00,2026-04-21T19:30:00,30,home,in_person,Felicia Ong,,,"Review bedtime consistency, evening routine, and overnight recovery patterns.","sleep_latency, sleep_duration"
activity_121_20260422T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-22T06:00:00,2026-04-22T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260422T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-04-22T06:30:00,2026-04-22T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_081_20260422T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-04-22T18:00:00,2026-04-22T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_121_20260423T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-23T06:00:00,2026-04-23T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_030_20260423T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-04-23T07:30:00,2026-04-23T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_037_20260423T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-04-23T18:30:00,2026-04-23T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_121_20260424T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-24T06:00:00,2026-04-24T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260424T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-04-24T06:30:00,2026-04-24T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_039_20260424T180000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-04-24T18:00:00,2026-04-24T18:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_121_20260425T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-25T06:00:00,2026-04-25T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_030_20260425T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-04-25T07:30:00,2026-04-25T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_037_20260425T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-04-25T18:30:00,2026-04-25T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_121_20260426T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-26T06:00:00,2026-04-26T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260426T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-04-26T06:30:00,2026-04-26T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_081_20260426T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-04-26T18:00:00,2026-04-26T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_121_20260427T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-27T06:00:00,2026-04-27T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260427T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-04-27T06:30:00,2026-04-27T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_081_20260427T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-04-27T18:00:00,2026-04-27T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_121_20260428T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-28T06:00:00,2026-04-28T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_030_20260428T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-04-28T07:30:00,2026-04-28T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_039_20260428T180000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-04-28T18:00:00,2026-04-28T18:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_037_20260428T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-04-28T18:30:00,2026-04-28T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_110_20260428T190000,activity_110,Sleep Coaching Call - Plan Tuning,Consultation,78,1 per week,2026-04-28T19:00:00,2026-04-28T19:30:00,30,home,in_person,Felicia Ong,,,"Review bedtime consistency, evening routine, and overnight recovery patterns.","sleep_latency, sleep_duration"
activity_121_20260429T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-29T06:00:00,2026-04-29T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260429T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-04-29T06:30:00,2026-04-29T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_030_20260429T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-04-29T07:30:00,2026-04-29T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_081_20260429T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-04-29T18:00:00,2026-04-29T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_121_20260430T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-30T06:00:00,2026-04-30T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_030_20260430T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-04-30T07:30:00,2026-04-30T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_037_20260430T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-04-30T18:30:00,2026-04-30T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_121_20260501T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-05-01T06:00:00,2026-05-01T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
