event_id,activity_id,activity_title,category,priority,frequency,start,end,duration_minutes,location,mode,assigned_provider,assigned_equipment,backup_for,details,metrics
activity_122_20260404T120000,activity_122,Post-Meal Walk - Glucose Control,Fitness routine / exercise,83,4 per week,2026-04-04T12:00:00,2026-04-04T12:20:00,20,park,in_person,,,,"Take a brisk walk after a main meal to support glucose control, blood pressure management, and daily activity consistency.","steps, walk_minutes, post_meal_energy"
activity_125_20260404T183000,activity_125,Low-Sodium Dinner Prep - DASH Support,Food consumption,82,3 per week,2026-04-04T18:30:00,2026-04-04T19:00:00,30,home,in_person,,,,"Prepare a high-fiber, lower-sodium dinner built around vegetables, lean protein, and portion-controlled carbohydrates.","sodium_estimate_mg, vegetable_servings, meal_finish_time"
activity_121_20260405T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-05T06:00:00,2026-04-05T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_016_20260405T063000,activity_016,Guided Yoga - Joint Care,Fitness routine / exercise,76,2 per week,2026-04-05T06:30:00,2026-04-05T07:15:00,45,home,in_person,,equipment_04,,Use slow transitions and extended exhales to support recovery and mobility.,"session_minutes, stress_score_post, sleep_readiness"
activity_126_20260405T180000,activity_126,Evening Breathing Reset - Blood Pressure Support,Therapy,84,3 per week,2026-04-05T18:00:00,2026-04-05T18:15:00,15,home,in_person,,,,"Complete guided slow breathing in the evening to lower stress load, support sleep onset, and reinforce blood pressure control habits.","session_minutes, stress_score_post, sleep_latency"
activity_125_20260405T183000,activity_125,Low-Sodium Dinner Prep - DASH Support,Food consumption,82,3 per week,2026-04-05T18:30:00,2026-04-05T19:00:00,30,home,in_person,,,,"Prepare a high-fiber, lower-sodium dinner built around vegetables, lean protein, and portion-controlled carbohydrates.","sodium_estimate_mg, vegetable_servings, meal_finish_time"
activity_121_20260406T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-06T06:00:00,2026-04-06T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_122_20260406T120000,activity_122,Post-Meal Walk - Glucose Control,Fitness routine / exercise,83,4 per week,2026-04-06T12:00:00,2026-04-06T12:20:00,20,park,in_person,,,,"Take a brisk walk after a main meal to support glucose control, blood pressure management, and daily activity consistency.","steps, walk_minutes, post_meal_energy"
activity_126_20260406T180000,activity_126,Evening Breathing Reset - Blood Pressure Support,Therapy,84,3 per week,2026-04-06T18:00:00,2026-04-06T18:15:00,15,home,in_person,,,,"Complete guided slow breathing in the evening to lower stress load, support sleep onset, and reinforce blood pressure control habits.","session_minutes, stress_score_post, sleep_latency"
activity_121_20260407T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-07T06:00:00,2026-04-07T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_105_20260407T090000,activity_105,Primary Care Review - Check-In,Consultation,94,1 per month,2026-04-07T09:00:00,2026-04-07T09:45:00,45,clinic,in_person,Dr Miriam Tan,,,"Review symptoms, medication adherence, and recent health trends with the physician.","blood_pressure_reading, questions_answered"
activity_123_20260407T100000,activity_123,Dietitian Consultation - Hypertension Meal Plan,Consultation,92,2 per month,2026-04-07T10:00:00,2026-04-07T10:45:00,45,clinic,in_person,Chloe Ng,,,"Review sodium intake, meal timing, grocery habits, and adherence to a cardiometabolic-friendly meal plan.","sodium_target_met, meal_adherence_score, action_items_created"
activity_122_20260407T120000,activity_122,Post-Meal Walk - Glucose Control,Fitness routine / exercise,83,4 per week,2026-04-07T12:00:00,2026-04-07T12:20:00,20,park,in_person,,,,"Take a brisk walk after a main meal to support glucose control, blood pressure management, and daily activity consistency.","steps, walk_minutes, post_meal_energy"
activity_124_20260407T180000,activity_124,Health Coaching Review - Blood Pressure Check-In,Consultation,88,2 per month,2026-04-07T18:00:00,2026-04-07T18:30:00,30,home,in_person,Felicia Ong,,,"Review home blood pressure trends, symptom notes, walking adherence, and barriers to maintaining the care plan.","blood_pressure_reading, habit_adherence_score, action_items_created"
activity_125_20260407T183000,activity_125,Low-Sodium Dinner Prep - DASH Support,Food consumption,82,3 per week,2026-04-07T18:30:00,2026-04-07T19:00:00,30,home,in_person,,,,"Prepare a high-fiber, lower-sodium dinner built around vegetables, lean protein, and portion-controlled carbohydrates.","sodium_estimate_mg, vegetable_servings, meal_finish_time"
activity_121_20260408T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-08T06:00:00,2026-04-08T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_016_20260408T063000,activity_016,Guided Yoga - Joint Care,Fitness routine / exercise,76,2 per week,2026-04-08T06:30:00,2026-04-08T07:15:00,45,home,in_person,,equipment_04,,Use slow transitions and extended exhales to support recovery and mobility.,"session_minutes, stress_score_post, sleep_readiness"
activity_122_20260408T120000,activity_122,Post-Meal Walk - Glucose Control,Fitness routine / exercise,83,4 per week,2026-04-08T12:00:00,2026-04-08T12:20:00,20,park,in_person,,,,"Take a brisk walk after a main meal to support glucose control, blood pressure management, and daily activity consistency.","steps, walk_minutes, post_meal_energy"
activity_126_20260408T180000,activity_126,Evening Breathing Reset - Blood Pressure Support,Therapy,84,3 per week,2026-04-08T18:00:00,2026-04-08T18:15:00,15,home,in_person,,,,"Complete guided slow breathing in the evening to lower stress load, support sleep onset, and reinforce blood pressure control habits.","session_minutes, stress_score_post, sleep_latency"
activity_121_20260409T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-09T06:00:00,2026-04-09T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_122_20260409T120000,activity_122,Post-Meal Walk - Glucose Control,Fitness routine / exercise,83,4 per week,2026-04-09T12:00:00,2026-04-09T12:20:00,20,park,in_person,,,,"Take a brisk walk after a main meal to support glucose control, blood pressure management, and daily activity consistency.","steps, walk_minutes, post_meal_energy"
activity_125_20260409T183000,activity_125,Low-Sodium Dinner Prep - DASH Support,Food consumption,82,3 per week,2026-04-09T18:30:00,2026-04-09T19:00:00,30,home,in_person,,,,"Prepare a high-fiber, lower-sodium dinner built around vegetables, lean protein, and portion-controlled carbohydrates.","sodium_estimate_mg, vegetable_servings, meal_finish_time"
activity_121_20260410T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-10T06:00:00,2026-04-10T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_122_20260410T120000,activity_122,Post-Meal Walk - Glucose Control,Fitness routine / exercise,83,4 per week,2026-04-10T12:00:00,2026-04-10T12:20:00,20,park,in_person,,,,"Take a brisk walk after a main meal to support glucose control, blood pressure management, and daily activity consistency.","steps, walk_minutes, post_meal_energy"
activity_124_20260410T180000,activity_124,Health Coaching Review - Blood Pressure Check-In,Consultation,88,2 per month,2026-04-10T18:00:00,2026-04-10T18:30:00,30,home,in_person,Felicia Ong,,,"Review home blood pressure trends, symptom notes, walking adherence, and barriers to maintaining the care plan.","blood_pressure_reading, habit_adherence_score, action_items_created"
activity_126_20260410T183000,activity_126,Evening Breathing Reset - Blood Pressure Support,Therapy,84,3 per week,2026-04-10T18:30:00,2026-04-10T18:45:00,15,home,in_person,,,,"Complete guided slow breathing in the evening to lower stress load, support sleep onset, and reinforce blood pressure control habits.","session_minutes, stress_score_post, sleep_latency"
activity_121_20260411T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-11T06:00:00,2026-04-11T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_016_20260411T063000,activity_016,Guided Yoga - Joint Care,Fitness routine / exercise,76,2 per week,2026-04-11T06:30:00,2026-04-11T07:15:00,45,home,in_person,,equipment_04,,Use slow transitions and extended exhales to support recovery and mobility.,"session_minutes, stress_score_post, sleep_readiness"
activity_122_20260411T120000,activity_122,Post-Meal Walk - Glucose Control,Fitness routine / exercise,83,4 per week,2026-04-11T12:00:00,2026-04-11T12:20:00,20,park,in_person,,,,"Take a brisk walk after a main meal to support glucose control, blood pressure management, and daily activity consistency.","steps, walk_minutes, post_meal_energy"
activity_125_20260411T183000,activity_125,Low-Sodium Dinner Prep - DASH Support,Food consumption,82,3 per week,2026-04-11T18:30:00,2026-04-11T19:00:00,30,home,in_person,,,,"Prepare a high-fiber, lower-sodium dinner built around vegetables, lean protein, and portion-controlled carbohydrates.","sodium_estimate_mg, vegetable_servings, meal_finish_time"
activity_121_20260412T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-12T06:00:00,2026-04-12T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_126_20260412T180000,activity_126,Evening Breathing Reset - Blood Pressure Support,Therapy,84,3 per week,2026-04-12T18:00:00,2026-04-12T18:15:00,15,home,in_person,,,,"Complete guided slow breathing in the evening to lower stress load, support sleep onset, and reinforce blood pressure control habits.","session_minutes, stress_score_post, sleep_latency"
activity_125_20260412T183000,activity_125,Low-Sodium Dinner Prep - DASH Support,Food consumption,82,3 per week,2026-04-12T18:30:00,2026-04-12T19:00:00,30,home,in_person,,,,"Prepare a high-fiber, lower-sodium dinner built around vegetables, lean protein, and portion-controlled carbohydrates.","sodium_estimate_mg, vegetable_servings, meal_finish_time"
activity_121_20260418T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-18T06:00:00,2026-04-18T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_016_20260418T063000,activity_016,Guided Yoga - Joint Care,Fitness routine / exercise,76,2 per week,2026-04-18T06:30:00,2026-04-18T07:15:00,45,home,in_person,,equipment_04,,Use slow transitions and extended exhales to support recovery and mobility.,"session_minutes, stress_score_post, sleep_readiness"
activity_122_20260418T120000,activity_122,Post-Meal Walk - Glucose Control,Fitness routine / exercise,83,4 per week,2026-04-18T12:00:00,2026-04-18T12:20:00,20,park,in_person,,,,"Take a brisk walk after a main meal to support glucose control, blood pressure management, and daily activity consistency.","steps, walk_minutes, post_meal_energy"
activity_125_20260418T183000,activity_125,Low-Sodium Dinner Prep - DASH Support,Food consumption,82,3 per week,2026-04-18T18:30:00,2026-04-18T19:00:00,30,home,in_person,,,,"Prepare a high-fiber, lower-sodium dinner built around vegetables, lean protein, and portion-controlled carbohydrates.","sodium_estimate_mg, vegetable_servings, meal_finish_time"
activity_121_20260419T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-19T06:00:00,2026-04-19T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_016_20260419T063000,activity_016,Guided Yoga - Joint Care,Fitness routine / exercise,76,2 per week,2026-04-19T06:30:00,2026-04-19T07:15:00,45,home,in_person,,equipment_04,,Use slow transitions and extended exhales to support recovery and mobility.,"session_minutes, stress_score_post, sleep_readiness"
activity_126_20260419T180000,activity_126,Evening Breathing Reset - Blood Pressure Support,Therapy,84,3 per week,2026-04-19T18:00:00,2026-04-19T18:15:00,15,home,in_person,,,,"Complete guided slow breathing in the evening to lower stress load, support sleep onset, and reinforce blood pressure control habits.","session_minutes, stress_score_post, sleep_latency"
activity_125_20260419T183000,activity_125,Low-Sodium Dinner Prep - DASH Support,Food consumption,82,3 per week,2026-04-19T18:30:00,2026-04-19T19:00:00,30,home,in_person,,,,"Prepare a high-fiber, lower-sodium dinner built around vegetables, lean protein, and portion-controlled carbohydrates.","sodium_estimate_mg, vegetable_servings, meal_finish_time"
activity_121_20260420T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-20T06:00:00,2026-04-20T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_122_20260420T120000,activity_122,Post-Meal Walk - Glucose Control,Fitness routine / exercise,83,4 per week,2026-04-20T12:00:00,2026-04-20T12:20:00,20,park,in_person,,,,"Take a brisk walk after a main meal to support glucose control, blood pressure management, and daily activity consistency.","steps, walk_minutes, post_meal_energy"
activity_126_20260420T180000,activity_126,Evening Breathing Reset - Blood Pressure Support,Therapy,84,3 per week,2026-04-20T18:00:00,2026-04-20T18:15:00,15,home,in_person,,,,"Complete guided slow breathing in the evening to lower stress load, support sleep onset, and reinforce blood pressure control habits.","session_minutes, stress_score_post, sleep_latency"
activity_121_20260421T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-21T06:00:00,2026-04-21T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_122_20260421T120000,activity_122,Post-Meal Walk - Glucose Control,Fitness routine / exercise,83,4 per week,2026-04-21T12:00:00,2026-04-21T12:20:00,20,park,in_person,,,,"Take a brisk walk after a main meal to support glucose control, blood pressure management, and daily activity consistency.","steps, walk_minutes, post_meal_energy"
activity_125_20260421T183000,activity_125,Low-Sodium Dinner Prep - DASH Support,Food consumption,82,3 per week,2026-04-21T18:30:00,2026-04-21T19:00:00,30,home,in_person,,,,"Prepare a high-fiber, lower-sodium dinner built around vegetables, lean protein, and portion-controlled carbohydrates.","sodium_estimate_mg, vegetable_servings, meal_finish_time"
activity_121_20260422T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-22T06:00:00,2026-04-22T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_016_20260422T063000,activity_016,Guided Yoga - Joint Care,Fitness routine / exercise,76,2 per week,2026-04-22T06:30:00,2026-04-22T07:15:00,45,home,in_person,,equipment_04,,Use slow transitions and extended exhales to support recovery and mobility.,"session_minutes, stress_score_post, sleep_readiness"
activity_122_20260422T120000,activity_122,Post-Meal Walk - Glucose Control,Fitness routine / exercise,83,4 per week,2026-04-22T12:00:00,2026-04-22T12:20:00,20,park,in_person,,,,"Take a brisk walk after a main meal to support glucose control, blood pressure management, and daily activity consistency.","steps, walk_minutes, post_meal_energy"
activity_126_20260422T180000,activity_126,Evening Breathing Reset - Blood Pressure Support,Therapy,84,3 per week,2026-04-22T18:00:00,2026-04-22T18:15:00,15,home,in_person,,,,"Complete guided slow breathing in the evening to lower stress load, support sleep onset, and reinforce blood pressure control habits.","session_minutes, stress_score_post, sleep_latency"
activity_121_20260423T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-23T06:00:00,2026-04-23T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_122_20260423T120000,activity_122,Post-Meal Walk - Glucose Control,Fitness routine / exercise,83,4 per week,2026-04-23T12:00:00,2026-04-23T12:20:00,20,park,in_person,,,,"Take a brisk walk after a main meal to support glucose control, blood pressure management, and daily activity consistency.","steps, walk_minutes, post_meal_energy"
activity_125_20260423T183000,activity_125,Low-Sodium Dinner Prep - DASH Support,Food consumption,82,3 per week,2026-04-23T18:30:00,2026-04-23T19:00:00,30,home,in_person,,,,"Prepare a high-fiber, lower-sodium dinner built around vegetables, lean protein, and portion-controlled carbohydrates.","sodium_estimate_mg, vegetable_servings, meal_finish_time"
activity_121_20260424T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-24T06:00:00,2026-04-24T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_122_20260424T120000,activity_122,Post-Meal Walk - Glucose Control,Fitness routine / exercise,83,4 per week,2026-04-24T12:00:00,2026-04-24T12:20:00,20,park,in_person,,,,"Take a brisk walk after a main meal to support glucose control, blood pressure management, and daily activity consistency.","steps, walk_minutes, post_meal_energy"
activity_126_20260424T180000,activity_126,Evening Breathing Reset - Blood Pressure Support,Therapy,84,3 per week,2026-04-24T18:00:00,2026-04-24T18:15:00,15,home,in_person,,,,"Complete guided slow breathing in the evening to lower stress load, support sleep onset, and reinforce blood pressure control habits.","session_minutes, stress_score_post, sleep_latency"
activity_121_20260425T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-25T06:00:00,2026-04-25T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_016_20260425T063000,activity_016,Guided Yoga - Joint Care,Fitness routine / exercise,76,2 per week,2026-04-25T06:30:00,2026-04-25T07:15:00,45,home,in_person,,equipment_04,,Use slow transitions and extended exhales to support recovery and mobility.,"session_minutes, stress_score_post, sleep_readiness"
activity_122_20260425T120000,activity_122,Post-Meal Walk - Glucose Control,Fitness routine / exercise,83,4 per week,2026-04-25T12:00:00,2026-04-25T12:20:00,20,park,in_person,,,,"Take a brisk walk after a main meal to support glucose control, blood pressure management, and daily activity consistency.","steps, walk_minutes, post_meal_energy"
activity_125_20260425T183000,activity_125,Low-Sodium Dinner Prep - DASH Support,Food consumption,82,3 per week,2026-04-25T18:30:00,2026-04-25T19:00:00,30,home,in_person,,,,"Prepare a high-fiber, lower-sodium dinner built around vegetables, lean protein, and portion-controlled carbohydrates.","sodium_estimate_mg, vegetable_servings, meal_finish_time"
activity_121_20260426T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-26T06:00:00,2026-04-26T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_126_20260426T180000,activity_126,Evening Breathing Reset - Blood Pressure Support,Therapy,84,3 per week,2026-04-26T18:00:00,2026-04-26T18:15:00,15,home,in_person,,,,"Complete guided slow breathing in the evening to lower stress load, support sleep onset, and reinforce blood pressure control habits.","session_minutes, stress_score_post, sleep_latency"
activity_125_20260426T183000,activity_125,Low-Sodium Dinner Prep - DASH Support,Food consumption,82,3 per week,2026-04-26T18:30:00,2026-04-26T19:00:00,30,home,in_person,,,,"Prepare a high-fiber, lower-sodium dinner built around vegetables, lean protein, and portion-controlled carbohydrates.","sodium_estimate_mg, vegetable_servings, meal_finish_time"
activity_121_20260427T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-27T06:00:00,2026-04-27T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_122_20260427T120000,activity_122,Post-Meal Walk - Glucose Control,Fitness routine / exercise,83,4 per week,2026-04-27T12:00:00,2026-04-27T12:20:00,20,park,in_person,,,,"Take a brisk walk after a main meal to support glucose control, blood pressure management, and daily activity consistency.","steps, walk_minutes, post_meal_energy"
activity_126_20260427T180000,activity_126,Evening Breathing Reset - Blood Pressure Support,Therapy,84,3 per week,2026-04-27T18:00:00,2026-04-27T18:15:00,15,home,in_person,,,,"Complete guided slow breathing in the evening to lower stress load, support sleep onset, and reinforce blood pressure control habits.","session_minutes, stress_score_post, sleep_latency"
activity_121_20260428T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-28T06:00:00,2026-04-28T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_122_20260428T120000,activity_122,Post-Meal Walk - Glucose Control,Fitness routine / exercise,83,4 per week,2026-04-28T12:00:00,2026-04-28T12:20:00,20,park,in_person,,,,"Take a brisk walk after a main meal to support glucose control, blood pressure management, and daily activity consistency.","steps, walk_minutes, post_meal_energy"
activity_125_20260428T183000,activity_125,Low-Sodium Dinner Prep - DASH Support,Food consumption,82,3 per week,2026-04-28T18:30:00,2026-04-28T19:00:00,30,home,in_person,,,,"Prepare a high-fiber, lower-sodium dinner built around vegetables, lean protein, and portion-controlled carbohydrates.","sodium_estimate_mg, vegetable_servings, meal_finish_time"
activity_121_20260429T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-29T06:00:00,2026-04-29T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_016_20260429T063000,activity_016,Guided Yoga - Joint Care,Fitness routine / exercise,76,2 per week,2026-04-29T06:30:00,2026-04-29T07:15:00,45,home,in_person,,equipment_04,,Use slow transitions and extended exhales to support recovery and mobility.,"session_minutes, stress_score_post, sleep_readiness"
activity_122_20260429T120000,activity_122,Post-Meal Walk - Glucose Control,Fitness routine / exercise,83,4 per week,2026-04-29T12:00:00,2026-04-29T12:20:00,20,park,in_person,,,,"Take a brisk walk after a main meal to support glucose control, blood pressure management, and daily activity consistency.","steps, walk_minutes, post_meal_energy"
activity_126_20260429T180000,activity_126,Evening Breathing Reset - Blood Pressure Support,Therapy,84,3 per week,2026-04-29T18:00:00,2026-04-29T18:15:00,15,home,in_person,,,,"Complete guided slow breathing in the evening to lower stress load, support sleep onset, and reinforce blood pressure control habits.","session_minutes, stress_score_post, sleep_latency"
activity_121_20260430T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-04-30T06:00:00,2026-04-30T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_125_20260430T183000,activity_125,Low-Sodium Dinner Prep - DASH Support,Food consumption,82,3 per week,2026-04-30T18:30:00,2026-04-30T19:00:00,30,home,in_person,,,,"Prepare a high-fiber, lower-sodium dinner built around vegetables, lean protein, and portion-controlled carbohydrates.","sodium_estimate_mg, vegetable_servings, meal_finish_time"
activity_121_20260501T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-05-01T06:00:00,2026-05-01T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
