resource_id,name,role,start,end,location,remote_supported
specialist_02,Dr Daniel Lim,endocrinologist,2026-05-06T14:00:00,2026-05-06T18:00:00,clinic,true
specialist_02,Dr Daniel Lim,endocrinologist,2026-05-13T14:00:00,2026-05-13T18:00:00,clinic,true
specialist_02,Dr Daniel Lim,endocrinologist,2026-05-20T14:00:00,2026-05-20T18:00:00,clinic,true
specialist_02,Dr Daniel Lim,endocrinologist,2026-05-27T14:00:00,2026-05-27T18:00:00,clinic,true
specialist_02,Dr Daniel Lim,endocrinologist,2026-06-03T14:00:00,2026-06-03T18:00:00,clinic,true
specialist_02,Dr Daniel Lim,endocrinologist,2026-06-10T14:00:00,2026-06-10T18:00:00,clinic,true
specialist_02,Dr Daniel Lim,endocrinologist,2026-06-17T14:00:00,2026-06-17T18:00:00,clinic,true
specialist_02,Dr Daniel Lim,endocrinologist,2026-06-24T14:00:00,2026-06-24T18:00:00,clinic,true
specialist_03,Dr Aisha Rahman,cardiologist,2026-04-02T09:00:00,2026-04-02T13:00:00,clinic,true
specialist_03,Dr Aisha Rahman,cardiologist,2026-04-09T09:00:00,2026-04-09T13:00:00,clinic,true
specialist_03,Dr Aisha Rahman,cardiologist,2026-04-23T09:00:00,2026-04-23T13:00:00,clinic,true
specialist_03,Dr Aisha Rahman,cardiologist,2026-04-30T09:00:00,2026-04-30T13:00:00,clinic,true
specialist_03,Dr Aisha Rahman,cardiologist,2026-05-07T09:00:00,2026-05-07T13:00:00,clinic,true
specialist_03,Dr Aisha Rahman,cardiologist,2026-05-14T09:00:00,2026-05-14T13:00:00,clinic,true
specialist_03,Dr Aisha Rahman,cardiologist,2026-05-21T09:00:00,2026-05-21T13:00:00,clinic,true
specialist_03,Dr Aisha Rahman,cardiologist,2026-05-28T09:00:00,2026-05-28T13:00:00,clinic,true
specialist_03,Dr Aisha Rahman,cardiologist,2026-06-04T09:00:00,2026-06-04T13:00:00,clinic,true
specialist_03,Dr Aisha Rahman,cardiologist,2026-06-11T09:00:00,2026-06-11T13:00:00,clinic,true
specialist_03,Dr Aisha Rahman,cardiologist,2026-06-18T09:00:00,2026-06-18T13:00:00,clinic,true
specialist_03,Dr Aisha Rahman,cardiologist,2026-06-25T09:00:00,2026-06-25T13:00:00,clinic,true
specialist_04,Dr Wei Chen,sleep_physician,2026-04-02T18:00:00,2026-04-02T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-04-06T18:00:00,2026-04-06T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-04-09T18:00:00,2026-04-09T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-04-13T18:00:00,2026-04-13T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-04-16T18:00:00,2026-04-16T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-04-20T18:00:00,2026-04-20T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-04-23T18:00:00,2026-04-23T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-04-27T18:00:00,2026-04-27T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-04-30T18:00:00,2026-04-30T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-05-04T18:00:00,2026-05-04T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-05-07T18:00:00,2026-05-07T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-05-11T18:00:00,2026-05-11T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-05-14T18:00:00,2026-05-14T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-05-18T18:00:00,2026-05-18T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-05-21T18:00:00,2026-05-21T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-05-28T18:00:00,2026-05-28T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-06-01T18:00:00,2026-06-01T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-06-04T18:00:00,2026-06-04T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-06-08T18:00:00,2026-06-08T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-06-11T18:00:00,2026-06-11T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-06-15T18:00:00,2026-06-15T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-06-18T18:00:00,2026-06-18T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-06-22T18:00:00,2026-06-22T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-06-25T18:00:00,2026-06-25T20:30:00,home,true
specialist_04,Dr Wei Chen,sleep_physician,2026-06-29T18:00:00,2026-06-29T20:30:00,home,true
specialist_05,Dr Sofia Perera,sports_physician,2026-04-03T10:00:00,2026-04-03T14:00:00,clinic,false
specialist_05,Dr Sofia Perera,sports_physician,2026-04-10T10:00:00,2026-04-10T14:00:00,clinic,false
specialist_05,Dr Sofia Perera,sports_physician,2026-04-17T10:00:00,2026-04-17T14:00:00,clinic,false
specialist_05,Dr Sofia Perera,sports_physician,2026-04-24T10:00:00,2026-04-24T14:00:00,clinic,false
specialist_05,Dr Sofia Perera,sports_physician,2026-05-01T10:00:00,2026-05-01T14:00:00,clinic,false
specialist_05,Dr Sofia Perera,sports_physician,2026-05-08T10:00:00,2026-05-08T14:00:00,clinic,false
specialist_05,Dr Sofia Perera,sports_physician,2026-05-15T10:00:00,2026-05-15T14:00:00,clinic,false
specialist_05,Dr Sofia Perera,sports_physician,2026-05-22T10:00:00,2026-05-22T14:00:00,clinic,false
specialist_05,Dr Sofia Perera,sports_physician,2026-05-29T10:00:00,2026-05-29T14:00:00,clinic,false
specialist_05,Dr Sofia Perera,sports_physician,2026-06-05T10:00:00,2026-06-05T14:00:00,clinic,false
specialist_05,Dr Sofia Perera,sports_physician,2026-06-12T10:00:00,2026-06-12T14:00:00,clinic,false
specialist_05,Dr Sofia Perera,sports_physician,2026-06-26T10:00:00,2026-06-26T14:00:00,clinic,false
specialist_06,City Lab Team,lab_technician,2026-04-01T08:00:00,2026-04-01T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-04-02T08:00:00,2026-04-02T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-04-03T08:00:00,2026-04-03T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-04-06T08:00:00,2026-04-06T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-04-07T08:00:00,2026-04-07T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-04-08T08:00:00,2026-04-08T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-04-09T08:00:00,2026-04-09T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-04-10T08:00:00,2026-04-10T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-04-13T08:00:00,2026-04-13T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-04-15T08:00:00,2026-04-15T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-04-16T08:00:00,2026-04-16T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-04-17T08:00:00,2026-04-17T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-04-20T08:00:00,2026-04-20T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-04-21T08:00:00,2026-04-21T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-04-22T08:00:00,2026-04-22T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-04-23T08:00:00,2026-04-23T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-04-24T08:00:00,2026-04-24T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-04-27T08:00:00,2026-04-27T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-04-28T08:00:00,2026-04-28T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-04-29T08:00:00,2026-04-29T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-04-30T08:00:00,2026-04-30T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-05-01T08:00:00,2026-05-01T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-05-04T08:00:00,2026-05-04T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-05-05T08:00:00,2026-05-05T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-05-06T08:00:00,2026-05-06T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-05-07T08:00:00,2026-05-07T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-05-08T08:00:00,2026-05-08T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-05-11T08:00:00,2026-05-11T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-05-12T08:00:00,2026-05-12T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-05-13T08:00:00,2026-05-13T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-05-14T08:00:00,2026-05-14T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-05-15T08:00:00,2026-05-15T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-05-19T08:00:00,2026-05-19T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-05-21T08:00:00,2026-05-21T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-05-22T08:00:00,2026-05-22T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-05-25T08:00:00,2026-05-25T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-05-26T08:00:00,2026-05-26T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-05-28T08:00:00,2026-05-28T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-05-29T08:00:00,2026-05-29T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-06-01T08:00:00,2026-06-01T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-06-02T08:00:00,2026-06-02T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-06-03T08:00:00,2026-06-03T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-06-04T08:00:00,2026-06-04T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-06-05T08:00:00,2026-06-05T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-06-08T08:00:00,2026-06-08T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-06-09T08:00:00,2026-06-09T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-06-10T08:00:00,2026-06-10T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-06-11T08:00:00,2026-06-11T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-06-12T08:00:00,2026-06-12T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-06-15T08:00:00,2026-06-15T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-06-16T08:00:00,2026-06-16T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-06-17T08:00:00,2026-06-17T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-06-18T08:00:00,2026-06-18T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-06-19T08:00:00,2026-06-19T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-06-22T08:00:00,2026-06-22T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-06-23T08:00:00,2026-06-23T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-06-24T08:00:00,2026-06-24T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-06-25T08:00:00,2026-06-25T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-06-26T08:00:00,2026-06-26T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-06-29T08:00:00,2026-06-29T12:00:00,lab,false
specialist_06,City Lab Team,lab_technician,2026-06-30T08:00:00,2026-06-30T12:00:00,lab,false
