activity_id,activity_title,proposed_start,reason,skip_adjustment
activity_121,Morning Blood Pressure + Medication Routine,2026-04-02T11:30:00,"A valid slot existed for this required instance, but the LLM did not include it in the schedule.","If missed, record the reason and resume the next scheduled dose without doubling medication."
activity_121,Morning Blood Pressure + Medication Routine,2026-04-02T12:00:00,"A valid slot existed for this required instance, but the LLM did not include it in the schedule.","If missed, record the reason and resume the next scheduled dose without doubling medication."
activity_121,Morning Blood Pressure + Medication Routine,2026-04-02T18:00:00,"A valid slot existed for this required instance, but the LLM did not include it in the schedule.","If missed, record the reason and resume the next scheduled dose without doubling medication."
activity_121,Morning Blood Pressure + Medication Routine,2026-04-02T18:30:00,"A valid slot existed for this required instance, but the LLM did not include it in the schedule.","If missed, record the reason and resume the next scheduled dose without doubling medication."
activity_017,Mobility Flow - Recovery Focus,2026-04-01T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-04-03T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-04-06T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-04-08T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-04-10T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-04-20T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-04-22T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-04-24T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-04-27T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-04-29T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-05-01T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-05-04T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-05-13T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-05-15T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-05-18T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-05-20T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-05-22T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-05-25T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-05-27T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-05-29T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-06-05T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-06-08T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-06-10T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-06-12T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-06-15T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-06-17T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-06-24T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-06-26T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,2026-06-29T11:00:00,"Activity requires yoga_mat, but that equipment is not available in remote mode.",Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,,No matching allied health provider was available for the proposed time.,Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,,No matching allied health provider was available for the proposed time.,Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,,No matching allied health provider was available for the proposed time.,Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,,No matching allied health provider was available for the proposed time.,Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,,No matching allied health provider was available for the proposed time.,Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,,No matching allied health provider was available for the proposed time.,Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,,No matching allied health provider was available for the proposed time.,Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,,No matching allied health provider was available for the proposed time.,Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,,No matching allied health provider was available for the proposed time.,Move to the next free slot within 48 hours and lower intensity by one step.
activity_017,Mobility Flow - Recovery Focus,,No matching allied health provider was available for the proposed time.,Move to the next free slot within 48 hours and lower intensity by one step.
